title,place_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday
Restaurante Mister Chef Almoço E Marmitex,ChIJkygLLsHmzpQRqHanmJ8HlfY,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM
Cór,ChIJq1cGjSxWzpQRqNuO9_rieo4,12–6 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM
Farfalla Restaurante e Pizzaria - Jardins,ChIJi31f_9pZzpQRLuEytX9Uq7o,12–4 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–4 PM
Almoço Por Kilo,ChIJc316FAdYzpQRPaRlbHRhKWA,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,Closed
Restaurante e Pizzaria Santa Rita,ChIJ1T9G27EDzpQRvzc0iNV1YMs,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM
Ôchopp - Almoço e Happy Hour,ChIJVz438PpazpQRtawF8m-OgX4,Closed,11:30 AM–2:50 PM,11:30 AM–2:50 PM,11:30 AM–2:50 PM,11:30 AM–2:50 PM,11:30 AM–2:50 PM,11:30 AM–2:50 PM
Restaurante Mari Mariá,ChIJ_w4v8VRYzpQRgI85TJUcStk,Closed,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,Closed
Pratos Tipicos do Brasil,ChIJs2-yL2NnzpQRMLioobsX5vo,10 am–5 pm,Closed,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–11 pm,10 am–11 pm
Julieta Restaurante,ChIJU2L0_CeAmQARO9eDslr1KZY,12–7 pm,Closed,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm,12–11 pm
Desejo de Café,ChIJgZKK_Z1QzpQRAyss_2bhefo,6–11 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,9 am–3 pm
Lanchonete Aconchego,ChIJEZNDqqVRzpQR9MyfB8-jNuI,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
Cantinho da Cecília,ChIJ2RJETEdYzpQRPAQA0rUzgsM,11 am–1 am,11 am–1 am,11 am–1 am,11 am–1 am,11 am–1 am,11 am–1 am,11 am–1 am
Fuego Celeste,ChIJrUD15R5bzpQR8_hwSxB5aCM,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–10 pm,12–10 pm
Cantinho Da Val Lanches & Almoço,ChIJU85wPq7-zpQRAz13sT3bkXw,Closed,11 am–2 pm,11 am–2 pm,11 am–2 pm,11 am–2 pm,11 am–6 pm,11 am–2 pm
Abbraccio Cucina Italiana,ChIJly3wj0hXzpQRuUtgMoo298A,12–9 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–10 pm
Restaurante da Cuca,ChIJq9ukJ6RZzpQRaysBdwigZUM,5:30 am–10:30 pm,5:30 am–10:30 pm,5:30 am–10:30 pm,5:30 am–10:30 pm,5:30 am–10:30 pm,5:30 am–10:30 pm,Open 24 hours
Violeta Bar e Restaurante,ChIJlTfyNjNYzpQR-GqbbXf3QLc,12 pm–12 am,11 am–12 am,11 am–2 am,11 am–2 am,11 am–2 am,11 am–3 am,11 am–3 am
Almoço e Feijoada da Mama,ChIJ_VPJGbxTzpQRKc397kmaRPc,12–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm
C&A Café E Almoço,ChIJjbffWgRGzpQRf2F0o_XBXwM,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:45 am–6 pm
Lanchonete Anchieta,ChIJHwiD1VBYzpQRl1Hj2kZBJu0,Closed,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm
Restaurante Famiglia Di Nóca,ChIJ7Ye24uRXzpQRU9LExQl_5GM,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–3 PM
Dois Dois Um,ChIJdYTCy1FYzpQRN6oZXfndZ4c,Closed,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM
Restaurante São Rafael,ChIJ2Tf8UrEdzpQRPHW2oHflQSU,Closed,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM
Petí Gastronomia,ChIJJbZy-eJXzpQRTboswSgLJX0,12–4 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–4 PM
Restaurante Bom D+,ChIJ0xa4iOABzpQRcVhyBrab-E8,Closed,8 AM–4 PM,8 AM–4 PM,8 AM–4 PM,8 AM–4 PM,8 AM–4 PM,8 AM–4 PM
Restaurante Tia Tande,ChIJY5jcW75YzpQRnb6aE8ef-9w,Closed,7 AM–3:30 PM,7 AM–3:30 PM,7 AM–3:30 PM,7 AM–3:30 PM,7 AM–3:30 PM,Closed
Restaurante Barato 10 Reais,ChIJwYH8Pv9YzpQRsWlsCHK6gQ8,,,,,,,
Bom Gosto Restaurante (Paulista),ChIJYXmo1MdZzpQRLxnXxWeaLiI,Closed,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,Closed
Restaurante Bom Petisco,ChIJfcuJXcqJzJQRZwO96jHpdhk,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM
satisfeitos,ChIJAQDQrjOYpgARjNpL_GcfP18,,,,,,,
Restaurante Sr. dos Pratos,ChIJaW0BBQBRzpQRyvVRhbngUtk,Closed,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM
Cacerola,ChIJ5XwKfcmJzJQRRlsb_-K8VQ0,11 AM–4 PM,Closed,Closed,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM
Restaurante Saída 26,ChIJk75Rn88Dz5QRUmmqbXtg4Ug,Closed,8:30 AM–10 PM,8:30 AM–10 PM,8:30 AM–10 PM,8:30 AM–10 PM,8:30 AM–10 PM,8:30 AM–10 PM
Restaurante Puro Sabor de Ipanema,ChIJOWpmNwXVmwARAerbOcgrZLE,Closed,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM
Fitó,ChIJnQuaS6dXzpQRdJ_Bk-VLcIo,12–6 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–11:15 PM
Tempero Manero,ChIJzXOTr3F6zpQREonFacwk8sg,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM
Talheres Restaurante Self-Service,ChIJGwycOXNXzpQR_DOWfX0PAfk,Closed,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM
Bom de Minas Restaurante,ChIJWwr1weBQzpQRRbgL43Cbh5I,11 AM–5 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–5 PM
Restaurante Pais & Filhos,ChIJT2hqm6NXzpQRrtvbTCDo_OM,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,Closed
Restaurante Diniz,ChIJl5gYIPofzpQRHYBK-sTjfIA,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM
Restaurante Bom de Garfo,ChIJ5y4kLmwDzpQRmWL0QjyMpWA,Closed,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3 pm
Restaurante & grill Per Tutti,ChIJCSATGsUY35QRfKsA2-RcpDM,Closed,10:45 am–2:30 pm,10:45 am–2:30 pm,10:45 am–2:30 pm,10:45 am–2:30 pm,10:45 am–2:30 pm,10:45 am–2:30 pm
Cantina Gigio,ChIJA106w3dXzpQR8LrzPvJJyNg,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–12 am,11:30 am–12 am
Paraiso da Moema,ChIJzVK5uQ9azpQRa5TUUr5dz4s,Closed,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–8 pm
Restaurante SueD,ChIJBw5NfFJgzpQRqg20dUIKLOI,Closed,10:30 am–2:30 pm,10:30 am–2:30 pm,10:30 am–2:30 pm,10:30 am–2:30 pm,10:30 am–2:30 pm,11 am–2:30 pm
Restaurante Goes França,ChIJFzxh-9FhzpQRlYu07GKxEPg,Closed,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,Closed
Mugui,ChIJZW9ooKlZzpQRpE2_1q2Udcs,Closed,Closed,11:30 am–2:30 pm,11:30 am–2:30 pm,11:30 am–2:30 pm,11:30 am–2:30 pm,11:30 am–2:30 pm
Shiro Restaurante,ChIJi4uoVLhmzpQRqJra-MvbiW0,Closed,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm
Restaurante Pio XII,ChIJd1J6HlX1zpQRrSBtZQ5IMmI,Closed,11:30 am–3:30 pm,11:30 am–3:30 pm,11:30 am–3:30 pm,11:30 am–3:30 pm,11:30 am–3:30 pm,11:30 am–3:30 pm
Restaurante Lucky Culinária Chinesa,ChIJv86R4adZzpQRepfKltkZQHg,11 am–9 pm,Closed,11 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–9 pm
Restaurante Ímpar,ChIJ73dkTbtgzpQRu9KamYVtR3E,11:30 am–5 pm,11:20 am–3:30 pm,11:20 am–3:30 pm,11:20 am–3:30 pm,11:20 am–3:30 pm,11:20 am–3:30 pm,11:30 am–5 pm
Restaurante Super Barato,ChIJu4l6ek30tZQRjTzb2STLprI,,,,,,,
Restaurante Mamarella,ChIJGQrHUAlazpQR_0QoODi34E4,Closed,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm
Restaurante Cecília,ChIJBVMXKQrYzZQR96PeX0ZA6Gs,Closed,11 am–2:30 pm,11 am–2:30 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm
Restaurante Barão Gourmet,ChIJe2FMORenmQARliqj3365oTc,Closed,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm,11 am–3:30 pm
Típico Paulista,ChIJ7c6iLMlZzpQRNEkAv1Nfd44,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm
Tanka Restaurante,ChIJL7T4G6lZzpQR1pzauoGi1gI,11:30 am–3:30 pm,Closed,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3:30 pm,11:30 am–3:30 pm
Restaurante e Lanchonete Nova Pinheiros,ChIJkQMZowpXzpQRflk4aBWytws,8 AM–6 PM,6 AM–11 PM,6 AM–11 PM,6 AM–11 PM,6 AM–12 AM,6 AM–12 AM,6:30 AM–12 AM
LEVANTE BAR E RESTAURANTE,ChIJl1-TCg1fzpQReolH5hXG8-8,Closed,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM
Prato Feito PPD,ChIJoVhEXAtZzpQRJCPYwI3nZvo,11:30 AM–6 PM,11:30 AM–6 PM,11:30 AM–6 PM,11:30 AM–6 PM,11:30 AM–6 PM,11:30 AM–6 PM,11:30 AM–6 PM
Santa Luzia Restaurante,ChIJ9SymEm6LzpQRqPCEF0SstdA,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
quilinho,ChIJ5_s8IHtZzpQRogxM7GDdJFc,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3:30 PM
Yellow Restaurante,ChIJ01_spJFZzpQRqrIza3aV6iU,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,Closed,Closed
Mestiço,ChIJVXVFNjJYzpQRqyWHMYK1C18,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–1 AM,12 PM–1 AM
Vicolo Nostro,ChIJn8NM579QzpQRWT06N8pdDgQ,12–5 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–5 PM
Morais & Marques Restaurante,ChIJwePGXU9XzpQRYTbjbYcmiSg,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,Closed
Tenda Árabe,ChIJ8fhlMelbzpQROHh5INSx6uY,12–11 PM,Closed,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM
Restaurante Rong He Liberdade,ChIJAw8StqdZzpQRBpZ57GrkIh4,11:30 AM–4 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–4 PM
Vila das Rosas,ChIJ15_vxKRXzpQR7q5wWc0L3oM,12–5 PM,Closed,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,12–5 PM
Bar e Restaurante Avenida,ChIJOxDKZecDzpQRzu_YYUBdOb4,9 AM–11 PM,6 AM–1 AM,6 AM–1 AM,6 AM–1 AM,6 AM–1 AM,6 AM–2 AM,6 AM–2 AM
Bar Guanabara - O Bar Mais Antigo de São Paulo,ChIJ1faqFVRYzpQREQql76sHeE0,Closed,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM
Cantina Italiana Famiglia Rossi,ChIJT1JB8_RczpQRmHfeUAtXU5I,9 AM–4 PM,Closed,Closed,10 AM–5 PM,10 AM–5 PM,Closed,10 AM–4 PM
Bolinha Restaurante,ChIJfUd9M29XzpQRXVbYNG3rM00,11 AM–7 PM,11 AM–4:30 PM,11 AM–4:30 PM,11 AM–4:30 PM,11 AM–4:30 PM,11 AM–4:30 PM,11 AM–7 PM
Restaurante Asia House,ChIJhfs_dalZzpQRwxP5_vUk5nc,Closed,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM
Restaurante São Paulo Express,ChIJicTSNihazpQRFuUy2Fp4VUA,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM
Det's,ChIJMaRh86VXzpQRj-xjIUJe4_Q,Closed,10:45 AM–3 PM,10:45 AM–3 PM,10:45 AM–3 PM,10:45 AM–3 PM,10:45 AM–3 PM,Closed
Restaurante M&M,ChIJx1tK4aRlzpQRSYIMzogk75g,10 AM–12 AM,10 AM–12 AM,10 AM–12 AM,10 AM–12 AM,10 AM–12 AM,10 AM–12 AM,10 AM–12 AM
Coco Bambu Osasco,ChIJqXw5Nfr_zpQRhLF4T2JH01E,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–12 AM,11:30 AM–12 AM
Quintal do Izi,ChIJq6ontqBXzpQRnNcv1srOl_A,Closed,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM,Closed
Agello Cucina,ChIJGw3R6HdazpQR2GBaZdGv7RQ,12–5 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–11 PM,12–11 PM
Djapa Moema | Restaurante Japonês,ChIJmaIvAgNazpQR0z0yYoVBpaY,11:30 AM–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,11:30 AM–12 AM
Restaurante Dona Maya,ChIJ526RwgZ9zpQReIWMZvz6coc,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM
Urban Kitchen,ChIJyVVQiJRRzpQR_PHTpjV9R6M,9 AM–11 PM,9 AM–11 PM,9 AM–11 PM,9 AM–11 PM,9 AM–11 PM,9 AM–11 PM,9 AM–11 PM
Costela & Cia,ChIJVXWztQRDzpQRDJlrroOItZE,11:30 AM–3:30 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3:30 PM
Cena Restaurante,ChIJ5-HZeYdBzpQRiZXbTSH7ul8,12–4 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Jui Restaurante,ChIJK5Wy7x9RzpQR7SMlgNIn07s,Closed,12–2 PM,12–2 PM,12–2 PM,12–2 PM,12–2 PM,12–3 PM
Trigoart Restaurante,ChIJ9QOMgJ9azpQRe9MQcUXf0gM,7 AM–3 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–9 PM,7 AM–6 PM
Peru's Sandubas,ChIJCzHKyyxZzpQRDIEmXRewBGI,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–5 PM
Porta do Sol - Restaurante do Paquito,ChIJE2-mDH8DzpQRKj9D3grPSEc,11:45 AM–4 PM,Closed,11:45 AM–4 PM,11:45 AM–4 PM,11:45 AM–4 PM,11:45 AM–4 PM,11:45 AM–4 PM
Fôrno,ChIJQa7iAElYzpQRb5OWe0n_1VY,8 AM–11 PM,Closed,12–4 PM,12–4 PM,12–4 PM,12 PM–12 AM,8 AM–12 AM
Restaurante Jangada Santo André,ChIJeboeVl5DzpQR0dNQjRmAm-c,12–8 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–10 PM
DiBaco Vila Nova,ChIJ_5nC0VdXzpQRDk8zO8fFBGA,12–6 PM,Closed,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–5 PM
Umiguan Restaurante,ChIJk6oq82ZYzpQRswoYjV1ytDU,5:30–8:30 pm,12–2 pm,12–2 pm,12–2 pm,12–2 pm,12–2 pm,12–2 pm
Restaurante Prato Cheio,ChIJ-YUOABh2zpQRNT9enWRaKbg,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm
MIZUKEN RESTAURANTE JAPONÊS,ChIJ272BfFD1zpQR7fWMwtQnwfs,1–11 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12 pm–12 am
Restaurante Banzeiro SP,ChIJSReWN-BXzpQRnczEqxxpsFY,12–4:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–4:30 pm
Restaurante Nina,ChIJYdY4ZvTXzZQRWgM5jbD_bY8,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3:30 pm
Restaurante e Churrascaria 25,ChIJt4L_q_hYzpQRGCLEl3Q5f6U,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm
Ponto Chic,ChIJw8A9BFFYzpQRyf3Mmt8uwq4,Closed,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–6 pm
Fonte Leone,ChIJRx3ClMdWzpQRW8n_1_Lphm8,11:30 am–6 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–11:30 pm,11:30 am–11:30 pm
La Tambouille,ChIJX5TN42hXzpQRBeNZ59YSKNE,12–5 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–5 pm
Restaurante Chic Chopp III,ChIJPcPs0lQQyZQRf1Ql9KEBODE,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm
Frango Chic,ChIJMX0Nd4jfmwARmxVWsfSggPs,9 am–12 am,9 am–12 am,9 am–12 am,9 am–12 am,9 am–12 am,9 am–12 am,9 am–12 am
Coco Bambu Anhembi,ChIJq6oGJ-H3zpQRezSvQ3j94Lw,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–12 am,11 am–12 am
Nonnetto Ristorante,ChIJjScwFkT1zpQR9IoSNwF5VTc,12–4 pm,Closed,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm
Casa do Norte Chique,ChIJwel_9pxdzpQRmMcgiLb9tZk,8 am–8 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm
Ponto Chic Perdizes,ChIJlz-f8BpYzpQRRuDF8CBSnAE,11:30 am–12 am,11:30 am–10 pm,11:30 am–10 pm,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am
Ponto Chic Paraíso,ChIJa0t8x49XzpQRD14YlFxwq7g,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–12 am
Nordeste Chic,ChIJu-gx2e9hmQARCfg2LKfBVmM,10 am–2 pm,Closed,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm
Restaurante Lilló,ChIJQaA7JiJazpQRJiXU_qDLdJ0,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
Terraço Itália,ChIJz36TCeJZzpQR4vkgCNah0Dw,12–11 pm,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–12 am,12 pm–1 am,12 pm–1 am
Praça São Lourenço,ChIJF4g6k0xYzpQRt-eBJ-ets84,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
Josephine Restaurante,ChIJWZPI3VdXzpQR_CepIUcb0to,12–10 pm,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm,11:30 am–12 am,12 pm–12 am
Moema Chic,ChIJTygCU5_1zpQRJCxxsiXSTqM,5:30 am–12 am,5:30 am–12 am,5:30 am–12 am,5:30 am–12 am,5:30 am–12 am,5:30 am–12 am,5:30 am–12 am
D'autore Restaurante,ChIJpWMvtFbPyJQROBgvdL4VMaI,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
Loup Restaurant,ChIJv5CU_kFXzpQRAD-4fc89qPA,12–4:30 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,1–4 pm
Restaurante Catalina,ChIJq6r-cw8DzpQRAYqmeLgqpCI,12–5 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
La Varenne,ChIJn_vck47j3JQRAp0-oujzOFg,12–4 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm,12–4 pm
Marettimo Restaurante,ChIJZ68NX0RdzpQRLJUylYoo9f0,12–5 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–11 pm
Lellis Trattoria - Curitiba,ChIJtzPt_47j3JQRAUmR8xhZOdA,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm
Base Steakhouse,ChIJ78fhdpCKzpQRRYzvCqiKt0g,12:30–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12:30–3 pm
ICI Bistro,ChIJbzGqHDFYzpQR2Kw1Tf1PtzM,12:30–5 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
Chef Rouge,ChIJP-UPbzRYzpQRdxqmmSZbSY4,12–5 pm,Closed,7–11 pm,7–11 pm,12–3:30 pm,12–3:30 pm,12–5 pm
Nico Pasta & Basta,ChIJb3DBGe9bzpQRIXK1vMiJCgY,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–4 pm
Outback Steakhouse,ChIJJe5aAvhbzpQRG--n0g6O0hU,11:30 am–10 pm,12–11 pm,12–11 pm,12–11 pm,12–11 pm,12–11:30 pm,11:30 am–11:30 pm
Térèze,ChIJH0v_iZ1_mQARpAnZLBmR4RI,7–11 am,7–10:30 am,7–10:30 am,7–10:30 am,7–10:30 am,7–10:30 am,7–11 am
Restaurante Neto,ChIJMSQ2sEFRzpQRTPlxQHw7bxQ,7–11 am,6:30–10:30 am,6:30–10:30 am,6:30–10:30 am,6:30–10:30 am,6:30–10:30 am,7–11 am
Saint Peter Restaurante,ChIJ6zbQyyoZ35QRsn9HXi1ix1w,Closed,Closed,11 am–2:30 pm,11 am–2:30 pm,11 am–2:30 pm,11 am–2:30 pm,11 am–2:30 pm
Olea Mozzarella Bar,ChIJH5Va0nlXzpQR2ObHRfI06xI,12–5 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–5 pm
Restaurante Bellé,ChIJk53J9_PL2JQRORVNSJY8w8Q,Closed,11 am–2 pm,11 am–2 pm,11 am–2 pm,11 am–2 pm,Closed,11 am–2 pm
Macarronada Italiana,ChIJuWw_My3PyJQRXiQjcjwoGx0,11 am–3 pm,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm
O Italiano Restaurante,ChIJMeJf3xq9pgAR_XIq15X8UlI,11:30 am–4 pm,Closed,6–11 pm,6–11 pm,6–11 pm,12–3:30 pm,12–4:30 pm
D.O.M.,ChIJ_Qdn5dZZzpQRWJ5lDWdVmSY,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm,7–9 pm
Osteria Nonna Rosa,ChIJAVpUeQxZzpQR0ebg-yitws4,12–5 pm,12–4 pm,12–4 pm,12–4 pm,12–4 pm,12–4 pm,12 pm–12 am
Restaurante Kitchin,ChIJ5zcZVEdXzpQRQT0a7CLIh0U,11:45 am–5 pm,11:45 am–3:30 pm,11:45 am–3:30 pm,11:45 am–3:30 pm,11:45 am–3:30 pm,11:45 am–3:30 pm,11:45 am–5 pm
Restaurante Président - Chef Érick Jacquin,ChIJ77XVurZZzpQRhbzafdDjenA,12–5 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM
Honra Restaurant,ChIJtbAMutDQ7JQRAtEcqAMIU4I,Closed,11 AM–2:30 PM,11 AM–2:30 PM,11 AM–2:30 PM,11 AM–2:30 PM,11 AM–2:30 PM,Closed
Bobardí,ChIJ050Ozyjk3JQRuwiwNz-6s14,12–3:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:25 PM,12–3:30 PM
